충전소명,충전일,충전시작시간,충전종료시간,충전일자,충전시간,요일,주말
홍제1동 공용주차장,2021-09-27,2021-09-27 23:18:01,2021-09-27 23:40:42,2021-09-27,22.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 20:53:55,2021-09-27 21:29:39,2021-09-27,35.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 20:22:05,2021-09-27 21:01:41,2021-09-27,39.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 19:39:29,2021-09-27 20:48:46,2021-09-27,69.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 15:37:32,2021-09-27 16:54:08,2021-09-27,76.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 13:08:23,2021-09-27 13:32:29,2021-09-27,24.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 12:30:54,2021-09-27 12:58:54,2021-09-27,28.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 11:52:53,2021-09-27 12:59:32,2021-09-27,66.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 08:21:07,2021-09-27 09:43:37,2021-09-27,82.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 07:03:59,2021-09-27 07:57:33,2021-09-27,53.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 06:08:52,2021-09-27 07:20:00,2021-09-27,71.0,0,0
홍제1동 공용주차장,2021-09-27,2021-09-27 00:14:36,2021-09-27 00:21:21,2021-09-27,6.0,0,0
홍제1동 공용주차장,2021-09-26,2021-09-26 22:33:47,2021-09-26 22:50:30,2021-09-26,16.0,6,1
홍제1동 공용주차장,2021-09-26,2021-09-26 21:16:54,2021-09-26 22:05:13,2021-09-26,48.0,6,1
홍제1동 공용주차장,2021-09-26,2021-09-26 13:20:17,2021-09-26 14:18:07,2021-09-26,57.0,6,1
홍제1동 공용주차장,2021-09-26,2021-09-26 12:57:18,2021-09-26 13:44:33,2021-09-26,47.0,6,1
홍제1동 공용주차장,2021-09-26,2021-09-26 08:20:27,2021-09-26 08:48:37,2021-09-26,28.0,6,1
홍제1동 공용주차장,2021-09-25,2021-09-25 21:03:55,2021-09-25 21:09:58,2021-09-25,6.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 20:48:42,2021-09-25 21:47:57,2021-09-25,59.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 19:51:53,2021-09-25 21:01:55,2021-09-25,70.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 18:34:32,2021-09-25 18:46:38,2021-09-25,12.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 18:15:21,2021-09-25 18:48:05,2021-09-25,32.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 07:33:12,2021-09-25 09:19:28,2021-09-25,106.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 06:51:22,2021-09-25 08:15:40,2021-09-25,84.0,5,1
홍제1동 공용주차장,2021-09-25,2021-09-25 01:00:22,2021-09-25 01:57:45,2021-09-25,57.0,5,1
홍제1동 공용주차장,2021-09-24,2021-09-24 19:51:48,2021-09-24 20:54:40,2021-09-24,62.0,4,0
